word,frequency_in_target,frequency_in_reference,in_reference,lexical_confidence
spriet,1,5,True,0.1495
spyennen,1,0,False,0.0000
spyn,1,0,False,0.0000
spynnrocken,1,0,False,0.0000
stacken,1,7,True,0.1735
stadelic,1,16,True,0.2363
stadelicke,1,0,False,0.0000
staedelick,1,0,False,0.0000
staerf,1,6,True,0.1623
staettutten,1,0,False,0.0000
staken,1,63,True,0.3469
stanck,1,21,True,0.2578
stantachtelicke,1,0,False,0.0000
stantachtigen,1,0,False,0.0000
stantachtighen,1,0,False,0.0000
stattuten,1,0,False,0.0000
statutten,1,0,False,0.0000
stedeholder,1,0,False,0.0000
stedeken,1,0,False,0.0000
stedigher,1,2,True,0.0916
steedelicke,1,0,False,0.0000
steedigher,1,0,False,0.0000
steel,1,8,True,0.1833
steelle,1,0,False,0.0000
steenschen,1,0,False,0.0000
steenuerden,1,0,False,0.0000
steenvoerden,1,0,False,0.0000
steet,1,132,True,0.4079
stefken,1,0,False,0.0000
stellen,1,103,True,0.3874
stemmijch,1,0,False,0.0000
stemmijchge,1,0,False,0.0000
stemmych,1,0,False,0.0000
stende,1,0,False,0.0000
stercke,1,59,True,0.3415
stercket,1,7,True,0.1735
sterckmakende,1,0,False,0.0000
sterckste,1,0,False,0.0000
stercmakinge,1,0,False,0.0000
steren,1,0,False,0.0000
sterfdi,1,0,False,0.0000
sterffet,1,0,False,0.0000
steruens,1,4,True,0.1342
steruet,1,8,True,0.1833
stet,1,0,False,0.0000
steuen,1,15,True,0.2313
stichticge,1,0,False,0.0000
stichticheiden,1,0,False,0.0000
stichtichgen,1,0,False,0.0000
stichtinghe,1,0,False,0.0000
stichtstelick,1,0,False,0.0000
stieten,1,4,True,0.1342
stieuer,1,0,False,0.0000
stil,1,15,True,0.2313
stoeten,1,5,True,0.1495
stofken,1,0,False,0.0000
stond,1,9,True,0.1921
stondes,1,1,True,0.0578
stoppen,1,97,True,0.3824
storfue,1,0,False,0.0000
storte,1,56,True,0.3372
storttinghe,1,3,True,0.1156
storue,1,5,True,0.1495
strackelick,1,0,False,0.0000
strackelicken,1,0,False,0.0000
straeffen,1,0,False,0.0000
straf,1,1,True,0.0578
straffelic,1,4,True,0.1342
straffinge,1,0,False,0.0000
strecken,1,12,True,0.2140
strede,1,1,True,0.0578
strengelic,1,6,True,0.1623
strenhck,1,0,False,0.0000
stricken,1,31,True,0.2891
strit,1,14,True,0.2259
strobbich,1,0,False,0.0000
stroeten,1,0,False,0.0000
stroijen,1,5,True,0.1495
strubbich,1,1,True,0.0578
stuerden,1,0,False,0.0000
stuuer,1,0,False,0.0000
stychtelick,1,0,False,0.0000
stylswijgende,1,0,False,0.0000
su,1,3,True,0.1156
suchte,1,9,True,0.1921
suchten,1,106,True,0.3898
suchtinge,1,3,True,0.1156
suckende,1,0,False,0.0000
sucket,1,0,False,0.0000
suekende,1,4,True,0.1342
suerlic,1,0,False,0.0000
suerlicke,1,0,False,0.0000
suerlicken,1,0,False,0.0000
suetelic,1,11,True,0.2073
suetticheit,1,0,False,0.0000
suld,1,1,True,0.0578
sulk,1,0,False,0.0000
sulker,1,74,True,0.3601
sullent,1,21,True,0.2578
sunde,1,273,True,0.4682
sunderen,1,30,True,0.2864
sunderlick,1,0,False,0.0000
sunderlijnck,1,0,False,0.0000
sunderlingen,1,20,True,0.2540
sundige,1,9,True,0.1921
sus,1,12,True,0.2140
susterlick,1,0,False,0.0000
suuerlic,1,3,True,0.1156
suuerlixste,1,0,False,0.0000
swaermoedich,1,3,True,0.1156
swaermoedicheit,1,1,True,0.0578
swaersten,1,2,True,0.0916
swaerten,1,1,True,0.0578
sware,1,61,True,0.3443
swares,1,1,True,0.0578
swijget,1,1,True,0.0578
swijghen,1,9,True,0.1921
swollen,1,1,True,0.0578
sy,1,3040,True,0.6690
sych,1,0,False,0.0000
syedende,1,0,False,0.0000
symon,1,108,True,0.3913
sympel,1,10,True,0.2000
synne,1,36,True,0.3012
syt,1,20,True,0.2540
tabernakelen,1,1,True,0.0578
tafellen,1,0,False,0.0000
taff,1,0,False,0.0000
taffelaken,1,0,False,0.0000
taffelakens,1,0,False,0.0000
tagen,1,0,False,0.0000
tamptascie,1,0,False,0.0000
tanden,1,210,True,0.4464
tantswer,1,0,False,0.0000
tapten,1,1,True,0.0578
tast,1,33,True,0.2941
tedere,1,5,True,0.1495
tegenwoerdiger,1,0,False,0.0000
tegenwoerdighe,1,0,False,0.0000
teghens,1,93,True,0.3790
teikennen,1,0,False,0.0000
telden,1,3,True,0.1156
telick,1,0,False,0.0000
tellicker,1,0,False,0.0000
temael,1,3,True,0.1156
tember,1,0,False,0.0000
tembracht,1,0,False,0.0000
temmerden,1,0,False,0.0000
temptascie,1,0,False,0.0000
temtacie,1,0,False,0.0000
temtacien,1,0,False,0.0000
temtascien,1,0,False,0.0000
tengenwoerdicheit,1,0,False,0.0000
terijnghe,1,0,False,0.0000
teringe,1,0,False,0.0000
termyn,1,1,True,0.0578
terwijlen,1,3,True,0.1156
teste,1,0,False,0.0000
tevoert,1,0,False,0.0000
thagen,1,0,False,0.0000
tiburcius,1,2,True,0.0916
tich,1,1,True,0.0578
tiemmeren,1,0,False,0.0000
tieren,1,6,True,0.1623
tijdijnge,1,0,False,0.0000
tijken,1,0,False,0.0000
tijtelicker,1,0,False,0.0000
tijts,1,92,True,0.3781
tijttelixs,1,0,False,0.0000
to,1,688,True,0.5451
tochgen,1,0,False,0.0000
toebracht,1,1,True,0.0578
toecoemmende,1,0,False,0.0000
toecommender,1,0,False,0.0000
toefelick,1,0,False,0.0000
toeffelic,1,0,False,0.0000
toeffelick,1,0,False,0.0000
toeganck,1,3,True,0.1156
toegeneijget,1,0,False,0.0000
toehardende,1,0,False,0.0000
toeneijgelicken,1,0,False,0.0000
toeneijginge,1,0,False,0.0000
toenemen,1,56,True,0.3372
toeneygelicheit,1,0,False,0.0000
toeneygynghe,1,0,False,0.0000
toerecht,1,0,False,0.0000
toesprekelicke,1,0,False,0.0000
toesprekelicker,1,0,False,0.0000
toesprekelixs,1,0,False,0.0000
togen,1,149,True,0.4180
tonne,1,7,True,0.1735
tonnen,1,0,False,0.0000
tonstacke,1,0,False,0.0000
toppen,1,0,False,0.0000
tornich,1,31,True,0.2891
tortel,1,1,True,0.0578
totti,1,17,True,0.2411
traden,1,19,True,0.2499
tragelick,1,0,False,0.0000
treckelick,1,0,False,0.0000
trecket,1,65,True,0.3495
treckt,1,2,True,0.0916
triebulacien,1,0,False,0.0000
trieppen,1,0,False,0.0000
trijppen,1,0,False,0.0000
troe,1,0,False,0.0000
troen,1,24,True,0.2685
troestelicke,1,0,False,0.0000
troestelixsten,1,0,False,0.0000
troesteloes,1,0,False,0.0000
troestenige,1,0,False,0.0000
trosten,1,7,True,0.1735
trouwelicker,1,0,False,0.0000
trouwer,1,5,True,0.1495
trouweste,1,2,True,0.0916
trouwste,1,0,False,0.0000
tuch,1,2,True,0.0916
tuijchden,1,0,False,0.0000
tweer,1,6,True,0.1623
twij,1,1,True,0.0578
twijdracht,1,0,False,0.0000
twijdrachtich,1,0,False,0.0000
twije,1,0,False,0.0000
twijer,1,0,False,0.0000
twijsten,1,1,True,0.0578
twijuel,1,0,False,0.0000
twinget,1,0,False,0.0000
twoert,1,5,True,0.1495
twyer,1,1,True,0.0578
tymmert,1,7,True,0.1735
tyttelick,1,0,False,0.0000
u,1,9881,True,0.7673
ummeer,1,0,False,0.0000
ummeermeer,1,0,False,0.0000
ummers,1,0,False,0.0000
umroer,1,0,False,0.0000
urorop,1,0,False,0.0000
uwes,1,160,True,0.4239
vacken,1,4,True,0.1342
vaderlandes,1,2,True,0.0916
vaderlicke,1,2,True,0.0916
vaderlike,1,27,True,0.2780
vaenden,1,0,False,0.0000
vagdent,1,0,False,0.0000
vake,1,3,True,0.1156
vaket,1,1,True,0.0578
valeriaenus,1,0,False,0.0000
valle,1,49,True,0.3263
valsche,1,206,True,0.4448
valscher,1,48,True,0.3246
vam,1,0,False,0.0000
vangen,1,88,True,0.3744
vare,1,34,True,0.2966
vastel,1,0,False,0.0000
vaster,1,31,True,0.2891
vastmalck,1,0,False,0.0000
vecht,1,42,True,0.3137
vechten,1,264,True,0.4654
vede,1,64,True,0.3482
veelt,1,1,True,0.0578
veers,1,19,True,0.2499
veerskens,1,0,False,0.0000
vegen,1,0,False,0.0000
veld,1,1,True,0.0578
vellen,1,37,True,0.3034
vemaem,1,0,False,0.0000
vemederinge,1,0,False,0.0000
vemem,1,0,False,0.0000
venij,1,0,False,0.0000
verachteren,1,0,False,0.0000
veraenderen,1,0,False,0.0000
veraendert,1,0,False,0.0000
veran,1,1,True,0.0578
veranderen,1,31,True,0.2891
veranderinge,1,0,False,0.0000
verarbeit,1,2,True,0.0916
verbeiden,1,60,True,0.3429
verberch,1,5,True,0.1495
verbeteren,1,21,True,0.2578
verbiede,1,12,True,0.2140
verbijndinge,1,0,False,0.0000
verblijde,1,59,True,0.3415
verblijdes,1,1,True,0.0578
verblijdt,1,39,True,0.3077
verboeden,1,3,True,0.1156
verboergen,1,0,False,0.0000
verbonden,1,60,True,0.3429
verbrant,1,74,True,0.3601
verbreidet,1,4,True,0.1342
vercallen,1,0,False,0.0000
vercapen,1,0,False,0.0000
vercierde,1,6,True,0.1623
verciernighe,1,0,False,0.0000
verclaerden,1,8,True,0.1833
verclaeren,1,2,True,0.0916
verclaert,1,205,True,0.4444
verclaren,1,95,True,0.3807
vercleijnden,1,0,False,0.0000
vercleijnt,1,0,False,0.0000
vercleynt,1,0,False,0.0000
vercoes,1,44,True,0.3175
vercrech,1,0,False,0.0000
vercrege,1,4,True,0.1342
vercriegen,1,0,False,0.0000
vercrigen,1,91,True,0.3772
verderuer,1,1,True,0.0578
verdrachgelick,1,0,False,0.0000
verdrechgelic,1,0,False,0.0000
verdreuen,1,26,True,0.2749
verdriest,1,0,False,0.0000
verdrietelich,1,0,False,0.0000
verdrietelicheit,1,0,False,0.0000
verdrietelicke,1,0,False,0.0000
verdrietelike,1,1,True,0.0578
verdrieuet,1,0,False,0.0000
verdrittelick,1,0,False,0.0000
verdroegent,1,0,False,0.0000
verdroeten,1,1,True,0.0578
verdroettes,1,0,False,0.0000
verdroncken,1,39,True,0.3077
verdruch,1,0,False,0.0000
verdruckt,1,0,False,0.0000
verdructe,1,2,True,0.0916
verdulclicheit,1,0,False,0.0000
verduldelic,1,5,True,0.1495
verduldelicke,1,0,False,0.0000
verduldelicker,1,0,False,0.0000
verduldichger,1,0,False,0.0000
verduldiger,1,0,False,0.0000
verdwalde,1,0,False,0.0000
verenicht,1,88,True,0.3744
vereniget,1,0,False,0.0000
vereninge,1,8,True,0.1833
vergaderden,1,89,True,0.3753
vergaen,1,250,True,0.4609
vergardert,1,0,False,0.0000
vergaren,1,5,True,0.1495
vergate,1,3,True,0.1156
vergeelt,1,0,False,0.0000
vergen,1,0,False,0.0000
vergenckelicke,1,0,False,0.0000
vergenckelike,1,0,False,0.0000
vergeseelt,1,0,False,0.0000
vergesellen,1,0,False,0.0000
vergesellt,1,0,False,0.0000
vergeue,1,5,True,0.1495
vergheuen,1,37,True,0.3034
vergheuet,1,5,True,0.1495
vergijnc,1,0,False,0.0000
verglijden,1,0,False,0.0000
vergolden,1,8,True,0.1833
vergueden,1,0,False,0.0000
verguedende,1,0,False,0.0000
vergunnende,1,0,False,0.0000
vergync,1,0,False,0.0000
verheerende,1,0,False,0.0000
verheren,1,5,True,0.1495
verherende,1,1,True,0.0578
verhielt,1,0,False,0.0000
verhoefelen,1,0,False,0.0000
verhoeffelt,1,0,False,0.0000
verhoegen,1,0,False,0.0000
verhoget,1,9,True,0.1921
verhouelden,1,0,False,0.0000
verken,1,19,True,0.2499
verkieren,1,0,False,0.0000
verkiert,1,1,True,0.0578
verkiertheit,1,0,False,0.0000
verkieset,1,2,True,0.0916
verkleynen,1,0,False,0.0000
verlaeren,1,0,False,0.0000
verlanden,1,0,False,0.0000
verlangelick,1,0,False,0.0000
verlaten,1,60,True,0.3429
verleenden,1,1,True,0.0578
verleet,1,2,True,0.0916
verleidinghe,1,0,False,0.0000
verlenden,1,0,False,0.0000
verlennen,1,0,False,0.0000
verlent,1,2,True,0.0916
verlichtet,1,16,True,0.2363
verliect,1,0,False,0.0000
verliet,1,6,True,0.1623
verloer,1,3,True,0.1156
verloeren,1,29,True,0.2837
vermackinghe,1,0,False,0.0000
vermact,1,0,False,0.0000
vermacten,1,0,False,0.0000
vermaecken,1,0,False,0.0000
vermaecten,1,2,True,0.0916
vermaenige,1,0,False,0.0000
vermaent,1,67,True,0.3520
vermaken,1,50,True,0.3280
vermannige,1,0,False,0.0000
vermanninge,1,0,False,0.0000
vermant,1,0,False,0.0000
vermeere,1,0,False,0.0000
vermennichuoldichgen,1,0,False,0.0000
vermennichuoldigen,1,0,False,0.0000
vermeret,1,7,True,0.1735
vermijdden,1,0,False,0.0000
vermijdelheit,1,0,False,0.0000
vermijdelic,1,0,False,0.0000
vermijdende,1,0,False,0.0000
vermijnre,1,0,False,0.0000
vermijnrenige,1,0,False,0.0000
vermoedet,1,0,False,0.0000
vermoet,1,3,True,0.1156
vermyddel,1,0,False,0.0000
vernachten,1,6,True,0.1623
vernaemen,1,0,False,0.0000
vernederen,1,7,True,0.1735
vernijt,1,0,False,0.0000
vernocht,1,0,False,0.0000
vernoegen,1,0,False,0.0000
vernyelt,1,0,False,0.0000
veroetmoedinge,1,0,False,0.0000
verparst,1,0,False,0.0000
verresen,1,59,True,0.3415
versach,1,38,True,0.3056
versacht,1,21,True,0.2578
versaget,1,6,True,0.1623
verschen,1,18,True,0.2456
verschicten,1,0,False,0.0000
verschierden,1,0,False,0.0000
verschoenden,1,0,False,0.0000
verschoent,1,0,False,0.0000
verscriect,1,0,False,0.0000
versen,1,9,True,0.1921
versienicheit,1,0,False,0.0000
versiennicheit,1,0,False,0.0000
versieren,1,15,True,0.2313
versiluert,1,0,False,0.0000
verslaepten,1,0,False,0.0000
verslagenre,1,0,False,0.0000
verslonden,1,28,True,0.2809
versmadenisse,1,24,True,0.2685
versmaetheit,1,46,True,0.3212
versmaetsten,1,0,False,0.0000
versoent,1,17,True,0.2411
versonden,1,6,True,0.1623
verspaerden,1,0,False,0.0000
verst,1,6,True,0.1623
verstaen,1,1006,True,0.5768
verstaende,1,11,True,0.2073
verstandelheit,1,6,True,0.1623
verstants,1,31,True,0.2891
versticten,1,0,False,0.0000
verstoerden,1,2,True,0.0916
verstont,1,112,True,0.3943
verstoruen,1,4,True,0.1342
versucken,1,0,False,0.0000
versueten,1,5,True,0.1495
versum,1,0,False,0.0000
versumelick,1,0,False,0.0000
versumelicke,1,0,False,0.0000
versumenden,1,0,False,0.0000
versumender,1,1,True,0.0578
versummeden,1,0,False,0.0000
versummelheit,1,0,False,0.0000
versummende,1,0,False,0.0000
versummenisse,1,0,False,0.0000
versurnrnelheit,1,0,False,0.0000
verswijgen,1,0,False,0.0000
verswijghen,1,0,False,0.0000
verswolgen,1,6,True,0.1623
vertagen,1,0,False,0.0000
verteert,1,160,True,0.4239
verterden,1,2,True,0.0916
verteren,1,84,True,0.3706
vertert,1,12,True,0.2140
verthoch,1,0,False,0.0000
verthoenige,1,0,False,0.0000
vertoemde,1,0,False,0.0000
vertoemden,1,0,False,0.0000
vertoenden,1,2,True,0.0916
vertoenighe,1,0,False,0.0000
vertoeninge,1,0,False,0.0000
vertoent,1,60,True,0.3429
vertoernt,1,31,True,0.2891
vertonige,1,0,False,0.0000
vertreck,1,19,True,0.2499
vertrecke,1,1,True,0.0578
vertroestijnghe,1,0,False,0.0000
vertroestinge,1,5,True,0.1495
veruerwen,1,0,False,0.0000
veruolligen,1,0,False,0.0000
veruuellet,1,0,False,0.0000
veruullet,1,22,True,0.2615
vervolget,1,2,True,0.0916
vervolinghe,1,0,False,0.0000
vervrouden,1,0,False,0.0000
verwackerden,1,0,False,0.0000
verwaen,1,2,True,0.0916
verwaerdent,1,0,False,0.0000
verwandellen,1,0,False,0.0000
verwardent,1,0,False,0.0000
verware,1,0,False,0.0000
verwarfen,1,0,False,0.0000
verwecket,1,15,True,0.2313
verweecten,1,0,False,0.0000
verweert,1,7,True,0.1735
verwerlick,1,0,False,0.0000
verwermden,1,0,False,0.0000
verwermt,1,26,True,0.2749
verwerpen,1,10,True,0.2000
verwerren,1,2,True,0.0916
verwerwen,1,0,False,0.0000
verwijnnen,1,12,True,0.2140
verwijnt,1,4,True,0.1342
verwijttelick,1,0,False,0.0000
verwoenderden,1,0,False,0.0000
verwoerpen,1,1,True,0.0578
verwonderen,1,69,True,0.3544
verworpelic,1,0,False,0.0000
verworpenre,1,0,False,0.0000
verworpenste,1,0,False,0.0000
verworue,1,0,False,0.0000
verwremet,1,0,False,0.0000
verwremt,1,0,False,0.0000
vettere,1,0,False,0.0000
viande,1,198,True,0.4415
viandt,1,6,True,0.1623
vielen,1,155,True,0.4212
vierkant,1,0,False,0.0000
viesentieres,1,0,False,0.0000
vigelen,1,0,False,0.0000
vijfwerf,1,0,False,0.0000
vijnde,1,10,True,0.2000
vijngher,1,0,False,0.0000
vijnsteren,1,1,True,0.0578
vijsentieringhe,1,0,False,0.0000
vijssentieres,1,0,False,0.0000
vile,1,1,True,0.0578
vis,1,3,True,0.1156
visentiere,1,0,False,0.0000
visentierres,1,0,False,0.0000
visentiers,1,0,False,0.0000
visioen,1,59,True,0.3415
visioens,1,2,True,0.0916
visitacie,1,2,True,0.0916
vlammen,1,59,True,0.3415
vlech,1,0,False,0.0000
vlecken,1,35,True,0.2989
vlichtich,1,0,False,0.0000
vlien,1,216,True,0.4488
vlietelic,1,0,False,0.0000
vliettelic,1,0,False,0.0000
vliettelicke,1,0,False,0.0000
vlijt,1,19,True,0.2499
vlijttelick,1,0,False,0.0000
vlijttich,1,0,False,0.0000
vliticht,1,0,False,0.0000
vlitteliker,1,0,False,0.0000
vlitticht,1,0,False,0.0000
vloien,1,9,True,0.1921
voechdent,1,0,False,0.0000
voechtent,1,0,False,0.0000
voeder,1,11,True,0.2073
voegdent,1,0,False,0.0000
voegedent,1,0,False,0.0000
voelbrenge,1,0,False,0.0000
voelcomelic,1,0,False,0.0000
voelcomelick,1,0,False,0.0000
voelcomenre,1,0,False,0.0000
voelcommenste,1,0,False,0.0000
voeldi,1,0,False,0.0000
voele,1,20,True,0.2540
voelen,1,36,True,0.3012
voelget,1,0,False,0.0000
voellen,1,0,False,0.0000
voellic,1,0,False,0.0000
voelstandich,1,0,False,0.0000
voerbracht,1,0,False,0.0000
voerdacht,1,3,True,0.1156
voerdel,1,7,True,0.1735
voerden,1,100,True,0.3850
voerderen,1,4,True,0.1342
voergaenden,1,2,True,0.0916
voergenoemder,1,0,False,0.0000
voerghenomde,1,0,False,0.0000
voerich,1,0,False,0.0000
voernemen,1,3,True,0.1156
voerscreuen,1,20,True,0.2540
voersichtich,1,4,True,0.1342
voersienich,1,9,True,0.1921
voersiennich,1,0,False,0.0000
voersnet,1,0,False,0.0000
voersynnich,1,0,False,0.0000
voertdrieuen,1,0,False,0.0000
voertgancs,1,0,False,0.0000
voertgijnck,1,0,False,0.0000
voervaders,1,5,True,0.1495
voetelinck,1,0,False,0.0000
voetseel,1,0,False,0.0000
voetstappen,1,32,True,0.2917
vof,1,0,False,0.0000
voggen,1,0,False,0.0000
volbrachte,1,19,True,0.2499
volbrachtet,1,0,False,0.0000
volck,1,229,True,0.4536
volckes,1,5,True,0.1495
volcoemen,1,1,True,0.0578
volcoemenste,1,1,True,0.0578
volcomelicker,1,0,False,0.0000
volcomener,1,1,True,0.0578
volcomenheit,1,96,True,0.3816
volcommenre,1,1,True,0.0578
volcommenste,1,0,False,0.0000
volde,1,4,True,0.1342
voldelic,1,0,False,0.0000
voldelick,1,0,False,0.0000
volgden,1,5,True,0.1495
volherden,1,11,True,0.2073
volleert,1,3,True,0.1156
vollenste,1,0,False,0.0000
vollijgen,1,0,False,0.0000
volmeer,1,0,False,0.0000
volmijlder,1,0,False,0.0000
volre,1,31,True,0.2891
volstandicheit,1,2,True,0.0916
volte,1,0,False,0.0000
von,1,1,True,0.0578
vonden,1,382,True,0.4961
vordels,1,3,True,0.1156
vorder,1,48,True,0.3246
vorst,1,37,True,0.3034
vorste,1,95,True,0.3807
vrachden,1,1,True,0.0578
vrageden,1,29,True,0.2837
vragenden,1,0,False,0.0000
vraget,1,12,True,0.2140
vredelicheit,1,1,True,0.0578
vredichger,1,0,False,0.0000
vrediger,1,0,False,0.0000
vremder,1,24,True,0.2685
vremtheiden,1,0,False,0.0000
vremtheit,1,2,True,0.0916
vrende,1,10,True,0.2000
vresden,1,0,False,0.0000
vreudelicke,1,0,False,0.0000
vridages,1,1,True,0.0578
vriedach,1,0,False,0.0000
vrielick,1,1,True,0.0578
vriemoediger,1,0,False,0.0000
vriendyn,1,0,False,0.0000
vrier,1,33,True,0.2941
vrij,1,39,True,0.3077
vrijelick,1,0,False,0.0000
vrilick,1,0,False,0.0000
vris,1,0,False,0.0000
vrochbaerlicker,1,0,False,0.0000
vroelic,1,4,True,0.1342
vroelicheit,1,5,True,0.1495
vroelicken,1,0,False,0.0000
vroem,1,55,True,0.3358
vroetheit,1,16,True,0.2363
vromme,1,0,False,0.0000
vrommen,1,0,False,0.0000
vrommer,1,0,False,0.0000
vromste,1,1,True,0.0578
vrou,1,230,True,0.4540
vroumste,1,0,False,0.0000
vrucht,1,427,True,0.5054
vuerichlicken,1,0,False,0.0000
vuerijch,1,0,False,0.0000
vullen,1,23,True,0.2651
vuren,1,7,True,0.1735
vwe,1,10,True,0.2000
vwen,1,17,True,0.2411
vwer,1,1,True,0.0578
vyftien,1,0,False,0.0000
vynster,1,0,False,0.0000
vynsters,1,0,False,0.0000
wacken,1,5,True,0.1495
wackere,1,0,False,0.0000
wackerlic,1,0,False,0.0000
wackerlich,1,0,False,0.0000
wackerlicke,1,0,False,0.0000
wackerlicker,1,0,False,0.0000
waellaetende,1,0,False,0.0000
waelluste,1,0,False,0.0000
waerachtich,1,42,True,0.3137
waerachtichge,1,0,False,0.0000
waerachtige,1,13,True,0.2201
waerachtigen,1,7,True,0.1735
waerachtiger,1,8,True,0.1833
waerden,1,103,True,0.3874
waerlich,1,0,False,0.0000
waernemde,1,0,False,0.0000
waerste,1,18,True,0.2456
waet,1,1,True,0.0578
wake,1,30,True,0.2864
wakerlick,1,0,False,0.0000
wan,1,325,True,0.4827
wanne,1,14,True,0.2259
wannert,1,0,False,0.0000
wanttet,1,20,True,0.2540
warent,1,16,True,0.2363
warp,1,46,True,0.3212
warttet,1,0,False,0.0000
wasem,1,8,True,0.1833
waster,1,6,True,0.1623
wcs,1,0,False,0.0000
webe,1,0,False,0.0000
weckelicheit,1,0,False,0.0000
weckelicken,1,0,False,0.0000
weckelike,1,0,False,0.0000
weckeliken,1,0,False,0.0000
wed,1,2,True,0.0916
wederspoest,1,0,False,0.0000
wederstoets,1,3,True,0.1156
wederstont,1,9,True,0.1921
weeke,1,7,True,0.1735
weeken,1,12,True,0.2140
weemoedicheit,1,5,True,0.1495
weenden,1,24,True,0.2685
weerd,1,7,True,0.1735
weerde,1,99,True,0.3841
weerdichlick,1,0,False,0.0000
weerdigheit,1,0,False,0.0000
weerdigher,1,12,True,0.2140
weeselick,1,0,False,0.0000
weetten,1,0,False,0.0000
weettet,1,0,False,0.0000
weges,1,11,True,0.2073
wegge,1,0,False,0.0000
wegges,1,0,False,0.0000
weghen,1,231,True,0.4543
weiden,1,11,True,0.2073
weke,1,41,True,0.3118
wekelicke,1,0,False,0.0000
weken,1,79,True,0.3655
welc,1,378,True,0.4953
welcke,1,151,True,0.4191
welckes,1,0,False,0.0000
welick,1,1,True,0.0578
welke,1,403,True,0.5006
welkes,1,21,True,0.2578
wendel,1,0,False,0.0000
wenijch,1,0,False,0.0000
wenlicke,1,0,False,0.0000
wennen,1,11,True,0.2073
wenten,1,0,False,0.0000
wer,1,8,True,0.1833
werc,1,527,True,0.5229
werchuijs,1,0,False,0.0000
werckehuijs,1,0,False,0.0000
werckelich,1,0,False,0.0000
werckens,1,1,True,0.0578
wercket,1,2,True,0.0916
werckhus,1,0,False,0.0000
werckhuse,1,0,False,0.0000
werckinge,1,0,False,0.0000
werckinghe,1,1,True,0.0578
werckluden,1,1,True,0.0578
werdige,1,5,True,0.1495
werk,1,6,True,0.1623
werkeldages,1,0,False,0.0000
werkende,1,107,True,0.3906
werker,1,4,True,0.1342
werkes,1,11,True,0.2073
werlike,1,17,True,0.2411
werliken,1,7,True,0.1735
wermden,1,1,True,0.0578
werp,1,102,True,0.3866
werpen,1,188,True,0.4372
werscappinghe,1,0,False,0.0000
wert,1,3424,True,0.6789
wese,1,15,True,0.2313
westen,1,36,True,0.3012
wetten,1,5,True,0.1495
wetti,1,3,True,0.1156
wielden,1,0,False,0.0000
wiellen,1,0,False,0.0000
wien,1,219,True,0.4499
wies,1,140,True,0.4128
wif,1,17,True,0.2411
wije,1,4,True,0.1342
wijelbiscopn,1,0,False,0.0000
wijelken,1,0,False,0.0000
wijen,1,0,False,0.0000
wijesche,1,0,False,0.0000
wijlen,1,94,True,0.3799
wijletijdes,1,0,False,0.0000
wijlken,1,0,False,0.0000
wijllich,1,0,False,0.0000
