word,frequency_in_target,frequency_in_reference,in_reference,lexical_confidence
becuroroert,1,0,False,0.0000
bedacht,1,39,True,0.3077
beddelster,1,0,False,0.0000
beddende,1,0,False,0.0000
bedectelick,1,0,False,0.0000
bedeleggich,1,0,False,0.0000
bederue,1,1,True,0.0578
bediensticheit,1,0,False,0.0000
bediensticht,1,0,False,0.0000
bedijenstich,1,0,False,0.0000
bedouwet,1,4,True,0.1342
bedref,1,0,False,0.0000
bedrief,1,0,False,0.0000
bedrieue,1,0,False,0.0000
bedroefden,1,20,True,0.2540
bedroeue,1,0,False,0.0000
bedroeuen,1,14,True,0.2259
beduden,1,57,True,0.3387
bedwijngen,1,0,False,0.0000
beeck,1,0,False,0.0000
beenre,1,9,True,0.1921
begadet,1,1,True,0.0578
begaf,1,10,True,0.2000
begaft,1,0,False,0.0000
beganckenisse,1,0,False,0.0000
begaruen,1,0,False,0.0000
begaten,1,0,False,0.0000
begeerde,1,74,True,0.3601
begeerende,1,6,True,0.1623
begeerich,1,0,False,0.0000
begeerlic,1,2,True,0.0916
begeerlicker,1,0,False,0.0000
begeerliker,1,4,True,0.1342
begenckenisse,1,0,False,0.0000
begerde,1,110,True,0.3928
begeren,1,176,True,0.4318
begerende,1,20,True,0.2540
begerlic,1,6,True,0.1623
begerlicke,1,0,False,0.0000
begerlicken,1,0,False,0.0000
begerliker,1,0,False,0.0000
begheerte,1,183,True,0.4350
beghijnnen,1,0,False,0.0000
beghint,1,249,True,0.4606
begijnen,1,0,False,0.0000
begijnnen,1,3,True,0.1156
begijnster,1,0,False,0.0000
begriep,1,0,False,0.0000
begrip,1,17,True,0.2411
begynnede,1,0,False,0.0000
begynt,1,0,False,0.0000
beha,1,2,True,0.0916
behaegen,1,0,False,0.0000
behaelt,1,2,True,0.0916
behagden,1,0,False,0.0000
behagedens,1,0,False,0.0000
behagelheit,1,9,True,0.1921
behagelicken,1,0,False,0.0000
behaghen,1,181,True,0.4341
behalden,1,10,True,0.2000
beheyndelic,1,3,True,0.1156
behieldi,1,0,False,0.0000
behijndert,1,1,True,0.0578
behoede,1,22,True,0.2615
behoeden,1,57,True,0.3387
behoedster,1,0,False,0.0000
behoefdich,1,0,False,0.0000
behoefelic,1,0,False,0.0000
behoefelicheit,1,0,False,0.0000
behoeffelicke,1,0,False,0.0000
behoer,1,0,False,0.0000
behoert,1,174,True,0.4308
behoetheit,1,2,True,0.0916
behoeuet,1,6,True,0.1623
beholp,1,0,False,0.0000
beholpe,1,0,False,0.0000
beholpelick,1,0,False,0.0000
beholpen,1,1,True,0.0578
behouwe,1,0,False,0.0000
behulpelich,1,0,False,0.0000
behulpelicken,1,0,False,0.0000
behulpelicker,1,0,False,0.0000
behulpen,1,1,True,0.0578
behulps,1,0,False,0.0000
beibelen,1,0,False,0.0000
beiegende,1,0,False,0.0000
beiegent,1,0,False,0.0000
beijegen,1,0,False,0.0000
beijegende,1,0,False,0.0000
bekallen,1,0,False,0.0000
bekant,1,33,True,0.2941
bekenlick,1,0,False,0.0000
bekierden,1,1,True,0.0578
bekiert,1,2,True,0.0916
bekummeringhe,1,0,False,0.0000
belaft,1,0,False,0.0000
belast,1,38,True,0.3056
belede,1,0,False,0.0000
beleefdent,1,0,False,0.0000
beleijden,1,0,False,0.0000
beleuen,1,1,True,0.0578
beleuet,1,0,False,0.0000
beliden,1,3,True,0.1156
belie,1,10,True,0.2000
belieden,1,0,False,0.0000
belieft,1,70,True,0.3556
beliep,1,3,True,0.1156
belijen,1,3,True,0.1156
bellynchaven,1,0,False,0.0000
beloep,1,2,True,0.0916
bemardus,1,0,False,0.0000
benaem,1,0,False,0.0000
benaemen,1,0,False,0.0000
benamen,1,6,True,0.1623
benaude,1,0,False,0.0000
benauden,1,1,True,0.0578
benautheit,1,1,True,0.0578
benauwen,1,0,False,0.0000
benedictus,1,21,True,0.2578
benendisten,1,0,False,0.0000
benewen,1,0,False,0.0000
beneyden,1,0,False,0.0000
bengelick,1,0,False,0.0000
benijden,1,10,True,0.2000
benijder,1,0,False,0.0000
benijdet,1,0,False,0.0000
bequaem,1,78,True,0.3645
bequamelic,1,3,True,0.1156
bequamelick,1,0,False,0.0000
bequamelicker,1,0,False,0.0000
bequem,1,2,True,0.0916
bequemen,1,1,True,0.0578
bequemste,1,0,False,0.0000
beraet,1,16,True,0.2363
berbaren,1,0,False,0.0000
berchs,1,12,True,0.2140
bereden,1,6,True,0.1623
bereder,1,5,True,0.1495
bereijtheit,1,0,False,0.0000
bereitste,1,0,False,0.0000
berflicke,1,0,False,0.0000
berfs,1,0,False,0.0000
berfue,1,0,False,0.0000
berge,1,56,True,0.3372
berghe,1,197,True,0.4411
berichtelicheit,1,0,False,0.0000
berichtelick,1,0,False,0.0000
berispen,1,24,True,0.2685
berispinge,1,5,True,0.1495
berispten,1,0,False,0.0000
bernardes,1,0,False,0.0000
beroepen,1,23,True,0.2651
beroespen,1,0,False,0.0000
beruer,1,0,False,0.0000
bescheiden,1,16,True,0.2363
beschermen,1,64,True,0.3482
beschermijnge,1,0,False,0.0000
beschermynghe,1,1,True,0.0578
beschreijden,1,0,False,0.0000
beschreijt,1,0,False,0.0000
beschrieft,1,0,False,0.0000
beschuldicht,1,12,True,0.2140
besichden,1,0,False,0.0000
besiet,1,123,True,0.4021
besietten,1,0,False,0.0000
besijden,1,2,True,0.0916
beslaen,1,7,True,0.1735
beslaetten,1,0,False,0.0000
beslot,1,0,False,0.0000
besmaeken,1,0,False,0.0000
besoecken,1,22,True,0.2615
besoeken,1,9,True,0.1921
besoergeden,1,0,False,0.0000
besoerget,1,0,False,0.0000
besondighe,1,0,False,0.0000
besorden,1,0,False,0.0000
besorgden,1,0,False,0.0000
besorgeden,1,0,False,0.0000
besorgersche,1,0,False,0.0000
besorghet,1,5,True,0.1495
bestae,1,3,True,0.1156
bestelt,1,9,True,0.1921
besueken,1,4,True,0.1342
besundichgen,1,0,False,0.0000
beswaerden,1,2,True,0.0916
beswart,1,0,False,0.0000
besweelt,1,0,False,0.0000
betert,1,42,True,0.3137
betonnen,1,0,False,0.0000
betrou,1,2,True,0.0916
betrouwe,1,16,True,0.2363
beuaellen,1,0,False,0.0000
beual,1,58,True,0.3401
beuallet,1,0,False,0.0000
beuele,1,43,True,0.3157
beuelinge,1,1,True,0.0578
beuellen,1,0,False,0.0000
bevonden,1,24,True,0.2685
bewael,1,0,False,0.0000
bewaeren,1,9,True,0.1921
bewalen,1,0,False,0.0000
bewants,1,0,False,0.0000
bewegen,1,7,True,0.1735
bewert,1,2,True,0.0916
bewesselicker,1,0,False,0.0000
bewijlen,1,2,True,0.0916
bewijsden,1,6,True,0.1623
bewijst,1,178,True,0.4327
bewisen,1,196,True,0.4407
bewisende,1,6,True,0.1623
bewroeden,1,0,False,0.0000
bias,1,0,False,0.0000
bidde,1,353,True,0.4896
biddende,1,89,True,0.3753
biddet,1,64,True,0.3482
bie,1,12,True,0.2140
biechte,1,71,True,0.3567
biel,1,0,False,0.0000
biermoise,1,0,False,0.0000
biesters,1,0,False,0.0000
bije,1,1,True,0.0578
bijken,1,0,False,0.0000
bijnden,1,4,True,0.1342
bijnen,1,0,False,0.0000
bijstandicheit,1,1,True,0.0578
bijtters,1,0,False,0.0000
bijweselick,1,0,False,0.0000
bijwesens,1,0,False,0.0000
billicker,1,1,True,0.0578
bin,1,334,True,0.4850
binae,1,3,True,0.1156
binnen,1,1524,True,0.6114
biscop,1,221,True,0.4507
bistant,1,16,True,0.2363
blasbalgen,1,0,False,0.0000
bleeff,1,11,True,0.2073
bleeft,1,9,True,0.1921
bleiken,1,1,True,0.0578
blencken,1,10,True,0.2000
blencten,1,1,True,0.0578
bleuen,1,76,True,0.3623
blief,1,1,True,0.0578
bliefer,1,0,False,0.0000
blieuet,1,0,False,0.0000
blijdelick,1,0,False,0.0000
blijdelicke,1,0,False,0.0000
blijfer,1,0,False,0.0000
blijnder,1,0,False,0.0000
blijtschap,1,1,True,0.0578
blijtschappen,1,0,False,0.0000
blijven,1,122,True,0.4014
blo,1,0,False,0.0000
blode,1,31,True,0.2891
bloedicheit,1,4,True,0.1342
bloeet,1,0,False,0.0000
bloete,1,28,True,0.2809
bloiender,1,1,True,0.0578
blomen,1,37,True,0.3034
bluset,1,0,False,0.0000
blyfer,1,0,False,0.0000
blyffer,1,0,False,0.0000
blynder,1,0,False,0.0000
blytscap,1,1,True,0.0578
bocke,1,14,True,0.2259
bockes,1,0,False,0.0000
boecholt,1,0,False,0.0000
boecke,1,9,True,0.1921
boeckes,1,1,True,0.0578
bolderen,1,0,False,0.0000
bomel,1,0,False,0.0000
bomen,1,69,True,0.3544
borne,1,166,True,0.4269
borste,1,33,True,0.2941
borstsucten,1,0,False,0.0000
bout,1,4,True,0.1342
brabant,1,16,True,0.2363
braken,1,59,True,0.3415
branden,1,16,True,0.2363
breckinghe,1,0,False,0.0000
bred,1,0,False,0.0000
brekende,1,4,True,0.1342
brekinge,1,3,True,0.1156
brieue,1,7,True,0.1735
brieuen,1,22,True,0.2615
brinkerijnck,1,0,False,0.0000
broedes,1,4,True,0.1342
brouden,1,0,False,0.0000
brouhuijs,1,0,False,0.0000
bruderen,1,3,True,0.1156
brudigom,1,0,False,0.0000
brueders,1,140,True,0.4128
bruedersdat,1,0,False,0.0000
bruedersof,1,0,False,0.0000
bruederstoe,1,0,False,0.0000
bruloeft,1,1,True,0.0578
brunnekelken,1,0,False,0.0000
buckouel,1,0,False,0.0000
budel,1,9,True,0.1921
buegen,1,0,False,0.0000
bueten,1,2,True,0.0916
bugeden,1,0,False,0.0000
buijtten,1,0,False,0.0000
bustu,1,0,False,0.0000
bynnensten,1,1,True,0.0578
bynnesten,1,0,False,0.0000
bynste,1,0,False,0.0000
bynsten,1,0,False,0.0000
bystant,1,9,True,0.1921
c,1,404,True,0.5008
callinge,1,1,True,0.0578
callinghe,1,3,True,0.1156
calomme,1,1,True,0.0578
calommme,1,0,False,0.0000
calumme,1,0,False,0.0000
camer,1,278,True,0.4697
camrop,1,0,False,0.0000
canker,1,44,True,0.3175
canoniken,1,10,True,0.2000
capittellen,1,0,False,0.0000
carenre,1,0,False,0.0000
caritaten,1,134,True,0.4092
carter,1,0,False,0.0000
castijninge,1,0,False,0.0000
cathedra,1,0,False,0.0000
cccc,1,8,True,0.1833
celenciom,1,0,False,0.0000
celencium,1,0,False,0.0000
celenscie,1,0,False,0.0000
choer,1,29,True,0.2837
christo,1,83,True,0.3696
cie,1,0,False,0.0000
clachden,1,2,True,0.0916
claden,1,0,False,0.0000
cladent,1,0,False,0.0000
claerliken,1,31,True,0.2891
clagden,1,0,False,0.0000
clageden,1,1,True,0.0578
claghen,1,109,True,0.3921
clappen,1,11,True,0.2073
clapten,1,1,True,0.0578
clederen,1,194,True,0.4398
cleeder,1,12,True,0.2140
clefsche,1,0,False,0.0000
cleijnlick,1,0,False,0.0000
cleijnste,1,0,False,0.0000
cleues,1,0,False,0.0000
cleyne,1,178,True,0.4327
cleynheit,1,13,True,0.2201
cleynmoedicheit,1,8,True,0.1833
cleynmoedighen,1,0,False,0.0000
cloecheit,1,10,True,0.2000
cloeck,1,17,True,0.2411
closters,1,1,True,0.0578
clymmen,1,33,True,0.2941
coen,1,42,True,0.3137
coepen,1,7,True,0.1735
coer,1,5,True,0.1495
coernelius,1,0,False,0.0000
cofte,1,7,True,0.1735
collacien,1,7,True,0.1735
collen,1,0,False,0.0000
come,1,291,True,0.4735
comelicken,1,0,False,0.0000
comelijs,1,0,False,0.0000
comelinge,1,1,True,0.0578
comelius,1,0,False,0.0000
comende,1,103,True,0.3874
comhorst,1,0,False,0.0000
commerlick,1,0,False,0.0000
con,1,7,True,0.1735
conciencelic,1,0,False,0.0000
confersacien,1,0,False,0.0000
confersieren,1,0,False,0.0000
confessoers,1,1,True,0.0578
conheit,1,0,False,0.0000
conhoerst,1,0,False,0.0000
conhorst,1,0,False,0.0000
conincs,1,348,True,0.4884
conscien,1,0,False,0.0000
constantinobelen,1,27,True,0.2780
cont,1,74,True,0.3601
contrarije,1,0,False,0.0000
contray,1,0,False,0.0000
conuente,1,8,True,0.1833
conversacie,1,11,True,0.2073
conversacien,1,1,True,0.0578
copen,1,75,True,0.3612
copet,1,4,True,0.1342
copman,1,0,False,0.0000
corigieren,1,1,True,0.0578
cornelis,1,0,False,0.0000
corrijgieren,1,0,False,0.0000
corste,1,8,True,0.1833
cost,1,71,True,0.3567
costelheit,1,1,True,0.0578
costelres,1,0,False,0.0000
costersche,1,0,False,0.0000
crachtelick,1,1,True,0.0578
crancke,1,39,True,0.3077
creatueren,1,362,True,0.4917
creatur,1,0,False,0.0000
creech,1,72,True,0.3579
creghe,1,4,True,0.1342
creghen,1,17,True,0.2411
crige,1,2,True,0.0916
crippeloes,1,0,False,0.0000
criste,1,147,True,0.4168
cron,1,0,False,0.0000
crone,1,158,True,0.4228
cronighe,1,0,False,0.0000
croppen,1,9,True,0.1921
crucenfijxs,1,0,False,0.0000
crucwijs,1,0,False,0.0000
crut,1,9,True,0.1921
ctde,1,0,False,0.0000
cummerlic,1,0,False,0.0000
cunde,1,0,False,0.0000
curioes,1,9,True,0.1921
curioesheit,1,10,True,0.2000
cussen,1,81,True,0.3676
da,1,27,True,0.2780
dachschen,1,0,False,0.0000
dachtelicken,1,0,False,0.0000
dacke,1,0,False,0.0000
dae,1,5,True,0.1495
daernae,1,24,True,0.2685
dagelixsche,1,1,True,0.0578
dagelixsen,1,0,False,0.0000
dagelixser,1,0,False,0.0000
daghelixs,1,0,False,0.0000
dam,1,2,True,0.0916
dancbaeren,1,0,False,0.0000
dancbaerer,1,0,False,0.0000
dancbaerlick,1,0,False,0.0000
dancbarheit,1,1,True,0.0578
dancber,1,5,True,0.1495
dancberheit,1,3,True,0.1156
danck,1,64,True,0.3482
danige,1,4,True,0.1342
danighe,1,4,True,0.1342
dar,1,1793,True,0.6250
dartien,1,0,False,0.0000
datten,1,88,True,0.3744
dauids,1,13,True,0.2201
december,1,2,True,0.0916
decken,1,52,True,0.3312
decten,1,16,True,0.2363
deildent,1,0,False,0.0000
del,1,0,False,0.0000
delachcich,1,0,False,0.0000
delachtich,1,6,True,0.1623
deniersten,1,0,False,0.0000
derden,1,281,True,0.4706
deren,1,87,True,0.3735
derf,1,32,True,0.2917
derfden,1,1,True,0.0578
dergelick,1,0,False,0.0000
derick,1,0,False,0.0000
deringe,1,1,True,0.0578
dersaeten,1,0,False,0.0000
detet,1,0,False,0.0000
deuoetelic,1,0,False,0.0000
deuote,1,7,True,0.1735
deuoten,1,5,True,0.1495
deventer,1,0,False,0.0000
devoecien,1,0,False,0.0000
dich,1,7,True,0.1735
dichte,1,6,True,0.1623
diene,1,143,True,0.4145
dienende,1,21,True,0.2578
dienres,1,58,True,0.3401
dienresche,1,0,False,0.0000
dienstes,1,7,True,0.1735
dienstichgen,1,0,False,0.0000
diepe,1,108,True,0.3913
diet,1,420,True,0.5040
diewijle,1,0,False,0.0000
diewile,1,0,False,0.0000
dij,1,245,True,0.4592
dijenst,1,0,False,0.0000
dijenste,1,0,False,0.0000
dijncsken,1,0,False,0.0000
dijnen,1,89,True,0.3753
dijnge,1,0,False,0.0000
dijnges,1,0,False,0.0000
dijnk,1,0,False,0.0000
dijnre,1,378,True,0.4953
dijnsperden,1,0,False,0.0000
dijnst,1,0,False,0.0000
dijscipellen,1,0,False,0.0000
dijssijppellen,1,0,False,0.0000
dinges,1,1,True,0.0578
dinghe,1,373,True,0.4942
discipellen,1,0,False,0.0000
dissipelen,1,0,False,0.0000
dochsam,1,0,False,0.0000
dochtelich,1,0,False,0.0000
dochtelicheit,1,0,False,0.0000
dochtelichheit,1,0,False,0.0000
dochtelicker,1,0,False,0.0000
doec,1,46,True,0.3212
doedi,1,20,True,0.2540
doeggende,1,0,False,0.0000
doeghen,1,60,True,0.3429
doem,1,9,True,0.1921
doems,1,0,False,0.0000
doennen,1,0,False,0.0000
doere,1,58,True,0.3401
doerfte,1,0,False,0.0000
doerluchtich,1,0,False,0.0000
doernen,1,16,True,0.2363
doerp,1,0,False,0.0000
doerst,1,1,True,0.0578
doesboerch,1,0,False,0.0000
dol,1,6,True,0.1623
dood,1,24,True,0.2685
door,1,563,True,0.5284
dootlicken,1,0,False,0.0000
dootsunde,1,0,False,0.0000
doppen,1,0,False,0.0000
dorderijch,1,0,False,0.0000
dorpel,1,1,True,0.0578
dorsen,1,0,False,0.0000
dorstet,1,18,True,0.2456
drachgelic,1,0,False,0.0000
drachgelicheit,1,0,False,0.0000
drachlick,1,0,False,0.0000
drage,1,23,True,0.2651
dragende,1,9,True,0.1921
draghen,1,440,True,0.5079
dranc,1,297,True,0.4752
drancket,1,0,False,0.0000
dranek,1,0,False,0.0000
dreuelijnck,1,0,False,0.0000
dreuelinck,1,0,False,0.0000
driellen,1,0,False,0.0000
drien,1,309,True,0.4785
drienckcn,1,0,False,0.0000
drienken,1,0,False,0.0000
drier,1,24,True,0.2685
driewerf,1,22,True,0.2615
drijncen,1,0,False,0.0000
drijncket,1,0,False,0.0000
drincke,1,13,True,0.2201
drocht,1,0,False,0.0000
droech,1,191,True,0.4385
droefelicke,1,0,False,0.0000
droefenisse,1,2,True,0.0916
droeffelic,1,0,False,0.0000
droeffelick,1,0,False,0.0000
droeffich,1,0,False,0.0000
droeft,1,0,False,0.0000
droefticheit,1,0,False,0.0000
droemen,1,5,True,0.1495
droencken,1,0,False,0.0000
droeuen,1,5,True,0.1495
droeuigen,1,0,False,0.0000
droge,1,295,True,0.4747
drouich,1,2,True,0.0916
drouigen,1,0,False,0.0000
druckelicke,1,0,False,0.0000
druckich,1,7,True,0.1735
dructen,1,2,True,0.0916
dubbelde,1,5,True,0.1495
dubbelder,1,1,True,0.0578
ducht,1,32,True,0.2917
duckwijle,1,0,False,0.0000
ducwiel,1,0,False,0.0000
duncket,1,56,True,0.3372
duncte,1,0,False,0.0000
dunne,1,184,True,0.4354
dure,1,28,True,0.2809
dusternisse,1,4,True,0.1342
duwdent,1,0,False,0.0000
duwel,1,0,False,0.0000
dwalden,1,0,False,0.0000
dwelen,1,4,True,0.1342
dwynghen,1,0,False,0.0000
dynden,1,0,False,0.0000
dyne,1,43,True,0.3157
dynges,1,0,False,0.0000
eckelick,1,0,False,0.0000
edicks,1,0,False,0.0000
eenigen,1,19,True,0.2499
eenlicke,1,0,False,0.0000
eenuoldigen,1,0,False,0.0000
eenvoldelic,1,2,True,0.0916
eenvoldelicke,1,0,False,0.0000
eenvoldige,1,2,True,0.0916
eenvoldiger,1,0,False,0.0000
eerbaere,1,0,False,0.0000
eerberheit,1,1,True,0.0578
eerberlick,1,0,False,0.0000
eerebaeren,1,0,False,0.0000
eerlic,1,69,True,0.3544
eersamelic,1,0,False,0.0000
eersamelick,1,0,False,0.0000
eersamer,1,3,True,0.1156
eersamheit,1,19,True,0.2499
eersamich,1,0,False,0.0000
eersamichgen,1,0,False,0.0000
eersamlic,1,1,True,0.0578
eersammych,1,0,False,0.0000
eersamsten,1,1,True,0.0578
eertrijck,1,3,True,0.1156
eertschen,1,25,True,0.2718
eerweerdigher,1,0,False,0.0000
eerwerdigen,1,2,True,0.0916
eerwerdiger,1,0,False,0.0000
eerwerdighe,1,2,True,0.0916
eerwerdigher,1,0,False,0.0000
eessel,1,0,False,0.0000
egipten,1,297,True,0.4752
eigenscap,1,23,True,0.2651
eighen,1,29,True,0.2837
eijgenre,1,0,False,0.0000
eijgenschap,1,0,False,0.0000
eijghen,1,4,True,0.1342
eijnden,1,4,True,0.1342
eiselick,1,2,True,0.0916
eisschen,1,7,True,0.1735
elcken,1,84,True,0.3706
elcker,1,20,True,0.2540
elijsabet,1,0,False,0.0000
elisabet,1,0,False,0.0000
elke,1,194,True,0.4398
ellenden,1,15,True,0.2313
ellendichsten,1,0,False,0.0000
ellendighe,1,11,True,0.2073
ellick,1,0,False,0.0000
elpenbenen,1,2,True,0.0916
elverick,1,0,False,0.0000
embric,1,0,False,0.0000
emmer,1,148,True,0.4174
emperlicke,1,0,False,0.0000
enichge,1,0,False,0.0000
enichs,1,7,True,0.1735
enniger,1,4,True,0.1342
enst,1,0,False,0.0000
entsliep,1,0,False,0.0000
entter,1,0,False,0.0000
eonsieneelick,1,0,False,0.0000
epilog,1,0,False,0.0000
epistelen,1,16,True,0.2363
erbaren,1,0,False,0.0000
erch,1,3,True,0.1156
ere,1,528,True,0.5231
erf,1,11,True,0.2073
eriegen,1,0,False,0.0000
erkels,1,0,False,0.0000
erue,1,30,True,0.2864
essen,1,4,True,0.1342
ette,1,2,True,0.0916
evert,1,0,False,0.0000
ewangelien,1,249,True,0.4606
ewangeliste,1,19,True,0.2499
ewangielien,1,0,False,0.0000
ewangijelis,1,0,False,0.0000
ewelick,1,11,True,0.2073
ewelicke,1,0,False,0.0000
exempelen,1,46,True,0.3212
exempell,1,0,False,0.0000
exempellaerster,1,0,False,0.0000
eygen,1,53,True,0.3327
fasen,1,0,False,0.0000
februarius,1,2,True,0.0916
feestelicheit,1,0,False,0.0000
fenckel,1,0,False,0.0000
fenijn,1,21,True,0.2578
ferando,1,0,False,0.0000
fijen,1,0,False,0.0000
fleechten,1,0,False,0.0000
floerenshuijs,1,0,False,0.0000
florens,1,6,True,0.1623
fondierster,1,0,False,0.0000
fonteijnen,1,0,False,0.0000
fonteynen,1,87,True,0.3735
franscicus,1,0,False,0.0000
frateren,1,0,False,0.0000
fraterhus,1,0,False,0.0000
fyolen,1,1,True,0.0578
fystel,1,0,False,0.0000
gadelicke,1,0,False,0.0000
gaedes,1,0,False,0.0000
gaende,1,128,True,0.4054
gaeseten,1,0,False,0.0000
gafken,1,0,False,0.0000
gallen,1,64,True,0.3482
ganckelicke,1,0,False,0.0000
ganse,1,43,True,0.3157
gar,1,0,False,0.0000
gast,1,26,True,0.2749
gauet,1,2,True,0.0916
gealijet,1,0,False,0.0000
geapenbaert,1,3,True,0.1156
gearbeiden,1,0,False,0.0000
gebaede,1,0,False,0.0000
gebe,1,2,True,0.0916
gebedet,1,1,True,0.0578
gebeetert,1,0,False,0.0000
gebeit,1,3,True,0.1156
gebendide,1,0,False,0.0000
gebenediet,1,4,True,0.1342
gebente,1,0,False,0.0000
geberken,1,0,False,0.0000
gebertert,1,0,False,0.0000
gebetken,1,0,False,0.0000
gebicht,1,1,True,0.0578
gebiedelic,1,0,False,0.0000
geboeden,1,4,True,0.1342
geboerte,1,11,True,0.2073
gebosem,1,0,False,0.0000
gebouwet,1,0,False,0.0000
gebraeken,1,0,False,0.0000
gebrant,1,1,True,0.0578
gebreckelic,1,3,True,0.1156
gebreckelicheit,1,0,False,0.0000
gebreckelicke,1,0,False,0.0000
gebrect,1,18,True,0.2456
gebrekelick,1,0,False,0.0000
gebrouwen,1,3,True,0.1156
gebruckende,1,0,False,0.0000
gebueget,1,0,False,0.0000
gebuet,1,0,False,0.0000
gebusam,1,0,False,0.0000
gebusem,1,0,False,0.0000
gecant,1,0,False,0.0000
geciert,1,22,True,0.2615
geck,1,3,True,0.1156
geclaerifi,1,0,False,0.0000
gecoemen,1,1,True,0.0578
gecriegen,1,0,False,0.0000
gecront,1,0,False,0.0000
gecrucsten,1,0,False,0.0000
gecten,1,0,False,0.0000
gedachden,1,0,False,0.0000
gedaente,1,41,True,0.3118
gedan,1,6,True,0.1623
gedancket,1,0,False,0.0000
gedanich,1,0,False,0.0000
gedecket,1,1,True,0.0578
gedelick,1,0,False,0.0000
geden,1,3,True,0.1156
gedert,1,0,False,0.0000
gedienst,1,0,False,0.0000
gedoe,1,0,False,0.0000
gedoegden,1,0,False,0.0000
gedoesam,1,0,False,0.0000
gedorst,1,2,True,0.0916
gedreuen,1,1,True,0.0578
gedriencken,1,0,False,0.0000
gedroengen,1,0,False,0.0000
gedrongen,1,4,True,0.1342
gedrucket,1,0,False,0.0000
gedruckt,1,0,False,0.0000
geduldelicken,1,0,False,0.0000
geduldicheit,1,10,True,0.2000
geduldigen,1,0,False,0.0000
gedwijngen,1,0,False,0.0000
geeeijndet,1,0,False,0.0000
geeert,1,13,True,0.2201
geeijndet,1,0,False,0.0000
geeijschet,1,0,False,0.0000
geeijset,1,0,False,0.0000
geeischet,1,0,False,0.0000
geelden,1,0,False,0.0000
geennielant,1,0,False,0.0000
geent,1,1,True,0.0578
geerlick,1,0,False,0.0000
geertrnijt,1,0,False,0.0000
geertruijdt,1,0,False,0.0000
geertruijtden,1,0,False,0.0000
geertruit,1,0,False,0.0000
geertrut,1,1,True,0.0578
geese,1,0,False,0.0000
geest,1,762,True,0.5536
geetten,1,0,False,0.0000
gef,1,99,True,0.3841
gegalt,1,0,False,0.0000
gegheuen,1,3,True,0.1156
gegoedet,1,0,False,0.0000
gegrauen,1,0,False,0.0000
gegrouwelt,1,0,False,0.0000
gehardet,1,0,False,0.0000
gehatet,1,2,True,0.0916
geheitenjde,1,0,False,0.0000
gehennen,1,0,False,0.0000
gehillickt,1,0,False,0.0000
gehoeren,1,1,True,0.0578
gehoerich,1,0,False,0.0000
gehyelickt,1,0,False,0.0000
geiacht,1,0,False,0.0000
geistelicheit,1,0,False,0.0000
geistelike,1,0,False,0.0000
geisteliken,1,0,False,0.0000
gekaren,1,0,False,0.0000
gekent,1,3,True,0.1156
geknoept,1,0,False,0.0000
gekost,1,0,False,0.0000
gekrenct,1,0,False,0.0000
gekroet,1,0,False,0.0000
gelaef,1,0,False,0.0000
gelaefden,1,0,False,0.0000
gelaeken,1,0,False,0.0000
gelaetenre,1,0,False,0.0000
gelapten,1,0,False,0.0000
geleerde,1,6,True,0.1623
geleerden,1,2,True,0.0916
geleet,1,31,True,0.2891
gelegenheit,1,1,True,0.0578
geleit,1,148,True,0.4174
gelikes,1,4,True,0.1342
geloeffelicken,1,0,False,0.0000
geloeft,1,115,True,0.3965
geloepen,1,2,True,0.0916
gelont,1,0,False,0.0000
gelouige,1,0,False,0.0000
gelouighe,1,0,False,0.0000
gelouwen,1,0,False,0.0000
gelresschen,1,0,False,0.0000
gelsucht,1,0,False,0.0000
gemack,1,2,True,0.0916
gemacket,1,0,False,0.0000
gemact,1,25,True,0.2718
gemaecket,1,0,False,0.0000
gemaken,1,5,True,0.1495
gemeijnlike,1,0,False,0.0000
gemeijnre,1,0,False,0.0000
gemeijnt,1,0,False,0.0000
gemeinen,1,14,True,0.2259
gemekelick,1,0,False,0.0000
gemenen,1,35,True,0.2989
gemerket,1,0,False,0.0000
gemeyne,1,3,True,0.1156
gemeyneren,1,0,False,0.0000
gemeynheit,1,0,False,0.0000
gemeynlicke,1,1,True,0.0578
gemijn,1,0,False,0.0000
gemijnde,1,0,False,0.0000
gemmacht,1,0,False,0.0000
gemoeit,1,0,False,0.0000
gemuete,1,0,False,0.0000
gemyeden,1,0,False,0.0000
gemynden,1,0,False,0.0000
gemyneren,1,0,False,0.0000
genadendal,1,0,False,0.0000
genagelt,1,7,True,0.1735
genaken,1,22,True,0.2615
genam,1,0,False,0.0000
gende,1,0,False,0.0000
geneget,1,3,True,0.1156
genemelick,1,0,False,0.0000
genemelicke,1,0,False,0.0000
genemen,1,2,True,0.0916
generden,1,0,False,0.0000
genesen,1,231,True,0.4543
genochgelicker,1,0,False,0.0000
genochgelike,1,0,False,0.0000
genochlick,1,0,False,0.0000
genochsamheit,1,0,False,0.0000
genoech,1,134,True,0.4092
genoechsam,1,0,False,0.0000
genoecht,1,30,True,0.2864
genoegen,1,13,True,0.2201
genoemde,1,0,False,0.0000
genreleij,1,0,False,0.0000
genuchgelicke,1,0,False,0.0000
genuchgelike,1,0,False,0.0000
genucht,1,0,False,0.0000
genuttet,1,0,False,0.0000
geoerloeft,1,0,False,0.0000
geoetmoedicht,1,1,True,0.0578
geparset,1,0,False,0.0000
gepijnget,1,0,False,0.0000
